age,job,marital,education,balance,housing,loan,campaign,poutcome,deposit
33,services,married,secondary,255,yes,yes,2,failure,no
45,self-employed,married,tertiary,-497,yes,yes,1,failure,no
32,management,married,tertiary,937,no,no,1,failure,no
31,self-employed,married,secondary,581,yes,no,1,failure,no
35,services,married,secondary,142,yes,no,2,failure,no
50,technician,married,secondary,103,yes,no,4,failure,no
43,technician,divorced,secondary,-36,yes,no,1,failure,no
43,admin.,single,secondary,6,no,no,1,failure,no
31,blue-collar,married,primary,1127,yes,no,1,failure,no
40,technician,single,secondary,822,yes,yes,2,failure,no
37,blue-collar,married,secondary,740,yes,no,3,failure,no
26,blue-collar,single,secondary,249,yes,no,3,failure,no
48,admin.,married,secondary,1060,yes,no,2,failure,no
35,technician,single,secondary,-89,yes,no,1,failure,no
40,services,married,secondary,695,yes,no,1,failure,no
25,admin.,single,tertiary,1141,yes,no,1,failure,no
56,admin.,single,secondary,1854,yes,no,1,failure,no
34,student,single,unknown,2321,no,no,2,failure,no
35,technician,married,secondary,2019,yes,yes,2,failure,no
38,management,single,tertiary,427,yes,no,1,failure,no
44,entrepreneur,married,tertiary,1631,yes,no,1,failure,no
39,technician,single,secondary,300,no,no,6,failure,no
41,technician,single,primary,340,yes,no,1,failure,no
49,admin.,married,secondary,1096,yes,no,1,failure,no
38,blue-collar,divorced,secondary,0,yes,no,1,failure,no
42,services,married,secondary,115,yes,yes,1,failure,no
51,admin.,married,unknown,-1137,yes,yes,3,failure,no
58,management,married,tertiary,2261,yes,no,1,failure,no
27,admin.,single,secondary,125,no,no,1,failure,no
43,services,married,primary,2567,yes,no,1,failure,no
35,technician,married,secondary,6,yes,no,2,failure,no
53,housemaid,married,secondary,1182,yes,no,1,failure,no
44,blue-collar,married,secondary,3060,yes,no,2,failure,no
33,management,married,tertiary,2044,yes,no,3,failure,no
28,admin.,married,tertiary,174,yes,yes,1,failure,no
46,services,married,primary,116,yes,no,4,failure,no
38,services,married,secondary,-349,yes,no,2,failure,no
73,retired,married,secondary,2850,no,no,1,failure,no
34,technician,divorced,tertiary,66,no,yes,1,failure,no
42,management,married,tertiary,72,yes,no,2,failure,no
38,technician,single,tertiary,5122,yes,no,1,failure,no
42,admin.,married,secondary,437,yes,no,3,failure,no
32,management,married,tertiary,2213,no,no,2,failure,no
32,admin.,married,secondary,1661,yes,no,1,failure,no
56,management,single,tertiary,6507,yes,yes,1,failure,no
54,technician,married,secondary,719,yes,no,1,failure,no
36,technician,married,secondary,4613,no,no,1,failure,no
20,student,single,primary,0,no,no,5,failure,no
44,blue-collar,single,primary,-234,yes,yes,3,failure,no
29,management,single,tertiary,0,yes,no,1,failure,no
58,retired,divorced,unknown,5920,yes,no,1,failure,no
55,blue-collar,married,primary,781,yes,no,3,failure,no
40,blue-collar,single,primary,1530,yes,no,3,failure,no
33,management,single,tertiary,2667,yes,no,1,failure,no
55,self-employed,married,secondary,2408,no,no,2,failure,no
53,management,married,tertiary,1356,yes,no,2,failure,no
65,retired,married,primary,493,no,no,1,failure,no
38,management,single,unknown,715,yes,no,1,failure,no
40,blue-collar,married,primary,2805,yes,no,6,failure,no
28,services,single,secondary,6332,yes,no,1,failure,no
49,technician,divorced,secondary,972,no,no,3,failure,no
33,services,single,secondary,187,yes,no,3,failure,no
44,services,divorced,secondary,206,yes,no,1,failure,no
31,admin.,married,secondary,728,yes,yes,1,failure,no
43,management,divorced,tertiary,36,no,no,1,failure,no
57,retired,married,secondary,485,no,no,2,failure,no
53,technician,divorced,secondary,392,yes,no,1,failure,no
34,admin.,married,tertiary,35,yes,no,1,failure,no
34,technician,single,secondary,440,yes,no,2,failure,no
30,blue-collar,married,secondary,177,yes,no,2,failure,no
44,management,married,tertiary,1451,yes,no,7,failure,no
29,blue-collar,married,secondary,3310,no,no,1,failure,no
42,unemployed,divorced,secondary,759,no,no,1,failure,no
38,management,single,tertiary,8669,yes,no,3,failure,no
32,management,single,tertiary,1077,no,no,1,failure,no
33,technician,married,secondary,4790,yes,no,1,failure,no
41,admin.,single,secondary,2002,yes,no,2,failure,no
27,self-employed,married,tertiary,10005,yes,no,3,failure,no
60,blue-collar,married,primary,14,yes,yes,4,failure,no
26,student,single,tertiary,641,yes,no,1,failure,no
48,blue-collar,married,primary,214,yes,yes,1,failure,no
53,management,married,tertiary,2578,no,no,4,failure,no
56,services,married,secondary,1150,no,yes,1,failure,no
40,technician,married,secondary,7313,yes,no,2,failure,no
33,technician,single,secondary,930,yes,no,5,failure,no
35,admin.,married,secondary,725,yes,no,7,failure,no
42,blue-collar,married,primary,-97,yes,no,4,failure,no
55,self-employed,married,secondary,12159,yes,no,2,failure,no
37,technician,married,secondary,494,yes,no,2,failure,no
50,self-employed,married,tertiary,202,yes,no,1,failure,no
37,admin.,single,secondary,22,yes,no,2,failure,no
34,management,single,tertiary,747,no,no,2,failure,no
52,management,married,tertiary,2428,yes,no,1,failure,no
38,management,single,tertiary,427,yes,no,3,failure,no
46,blue-collar,married,secondary,2603,yes,yes,3,failure,no
33,management,married,tertiary,3301,yes,no,2,failure,no
33,unemployed,married,tertiary,3335,no,no,1,failure,no
71,retired,married,secondary,2064,no,no,2,failure,no
52,technician,married,secondary,337,yes,no,1,failure,no
51,admin.,married,secondary,176,no,no,1,failure,no
32,blue-collar,married,primary,0,yes,yes,2,failure,no
29,admin.,single,secondary,260,yes,no,2,failure,no
33,management,single,tertiary,307,no,no,6,failure,no
35,technician,single,tertiary,144,yes,yes,4,failure,no
30,blue-collar,single,secondary,228,no,no,1,failure,no
36,blue-collar,married,secondary,0,no,no,1,failure,no
28,student,single,secondary,5916,no,no,1,failure,no
32,technician,married,secondary,367,yes,no,2,failure,no
40,blue-collar,married,secondary,750,yes,yes,1,failure,no
44,admin.,single,secondary,985,yes,yes,7,failure,no
37,technician,single,secondary,363,yes,no,4,failure,no
43,management,married,tertiary,0,yes,no,3,failure,no
31,admin.,single,tertiary,383,no,yes,1,failure,no
78,retired,married,primary,680,no,no,1,failure,no
45,blue-collar,single,secondary,0,yes,no,1,failure,no
26,student,single,unknown,2503,no,no,1,failure,no
30,blue-collar,single,secondary,447,no,no,2,failure,no
37,blue-collar,divorced,secondary,719,yes,no,1,failure,no
36,technician,married,tertiary,202,no,no,1,failure,no
50,entrepreneur,married,primary,199,no,no,2,failure,no
35,management,married,tertiary,4943,yes,no,1,failure,no
41,admin.,divorced,secondary,1967,yes,no,1,failure,no
38,technician,single,secondary,103,yes,no,1,failure,no
39,blue-collar,married,secondary,661,yes,no,4,failure,no
29,technician,single,tertiary,940,yes,no,1,failure,no
28,self-employed,single,tertiary,805,no,no,5,failure,no
54,blue-collar,divorced,unknown,-473,yes,no,1,failure,no
57,retired,divorced,secondary,-663,yes,no,1,failure,no
40,technician,married,secondary,0,yes,yes,2,failure,no
53,technician,married,tertiary,431,yes,no,1,failure,no
37,management,married,tertiary,26,no,no,7,failure,no
48,admin.,married,unknown,0,yes,no,1,failure,no
49,entrepreneur,married,tertiary,313,yes,no,2,failure,no
59,management,married,tertiary,287,yes,no,2,failure,no
32,management,married,secondary,6217,yes,yes,2,failure,no
38,technician,married,secondary,183,yes,no,3,failure,no
42,management,married,tertiary,783,yes,no,2,failure,no
54,management,married,secondary,2895,yes,no,2,failure,no
34,blue-collar,single,secondary,2764,yes,no,1,failure,no
50,blue-collar,married,primary,859,yes,yes,5,failure,no
54,management,married,tertiary,6525,yes,no,1,failure,no
36,admin.,single,secondary,115,no,no,3,failure,no
50,housemaid,single,primary,1158,yes,no,3,failure,no
30,management,single,tertiary,726,yes,no,1,failure,no
45,housemaid,divorced,primary,221,no,no,1,failure,no
58,housemaid,married,primary,260,yes,no,5,failure,no
41,blue-collar,married,secondary,140,yes,no,1,failure,no
46,blue-collar,married,primary,1291,yes,no,3,failure,no
32,admin.,married,secondary,3540,yes,no,1,failure,no
25,services,married,secondary,10,yes,no,1,failure,no
31,blue-collar,married,secondary,1664,yes,no,2,failure,no
31,admin.,single,secondary,690,no,no,4,failure,no
37,admin.,married,secondary,68,yes,yes,2,failure,no
34,admin.,married,secondary,1499,yes,no,1,failure,no
32,admin.,single,secondary,4344,yes,no,2,failure,no
34,technician,married,secondary,4,yes,no,2,failure,no
28,technician,single,secondary,3,no,no,8,failure,no
60,technician,married,primary,4243,yes,no,1,failure,no
40,technician,single,tertiary,47,yes,no,1,failure,no
38,services,married,tertiary,0,yes,no,1,failure,no
46,management,married,secondary,21,yes,no,1,failure,no
37,management,married,tertiary,1594,yes,no,1,failure,no
60,retired,divorced,tertiary,-134,no,no,1,failure,no
35,blue-collar,married,secondary,80,yes,yes,2,failure,no
43,technician,married,secondary,0,no,yes,2,failure,no
33,admin.,married,tertiary,882,no,no,1,failure,no
33,services,married,secondary,3444,yes,no,1,failure,yes
36,management,married,tertiary,0,yes,no,1,failure,yes
51,admin.,single,secondary,3132,no,no,1,failure,no
33,unemployed,divorced,secondary,1005,yes,no,1,failure,no
34,admin.,married,tertiary,899,yes,no,1,failure,yes
30,management,single,tertiary,1243,yes,no,1,failure,no
44,entrepreneur,married,tertiary,1631,yes,no,1,failure,no
51,management,divorced,tertiary,119,no,no,1,failure,no
51,technician,married,secondary,58,yes,no,1,failure,no
44,management,married,tertiary,6203,yes,yes,1,failure,no
34,technician,single,secondary,105,yes,no,1,failure,no
49,management,married,tertiary,1533,no,no,1,failure,no
47,housemaid,married,tertiary,228,yes,no,1,failure,no
40,management,single,secondary,1623,yes,no,1,failure,no
47,blue-collar,married,secondary,1484,no,no,1,failure,no
54,technician,single,secondary,198,yes,yes,1,failure,no
45,technician,married,secondary,1477,yes,no,1,failure,no
39,admin.,married,secondary,401,yes,no,1,failure,no
39,blue-collar,married,primary,3324,no,no,1,failure,no
37,management,married,tertiary,0,no,no,1,failure,no
58,admin.,married,unknown,0,yes,no,1,failure,no
43,technician,married,secondary,1865,yes,no,1,failure,no
50,management,married,secondary,633,no,yes,1,failure,no
56,retired,married,secondary,2749,yes,yes,1,failure,no
51,entrepreneur,married,tertiary,209,no,no,1,failure,no
50,technician,single,secondary,246,yes,no,1,failure,no
45,technician,married,secondary,1415,yes,no,1,failure,no
40,services,divorced,secondary,5766,yes,yes,2,failure,no
30,management,married,tertiary,101,yes,no,1,failure,no
36,management,married,tertiary,5057,yes,no,1,failure,no
34,housemaid,married,tertiary,1265,yes,no,1,failure,no
48,management,single,tertiary,8106,no,no,1,failure,no
59,management,married,tertiary,0,no,no,2,failure,no
53,services,married,secondary,1364,no,no,1,failure,no
46,management,single,tertiary,46,no,yes,1,failure,no
52,retired,married,secondary,5423,no,yes,1,failure,no
58,retired,married,secondary,8332,no,no,2,failure,no
56,technician,divorced,secondary,689,yes,no,1,failure,no
34,admin.,single,secondary,0,yes,no,1,failure,no
32,admin.,single,secondary,4344,yes,no,2,failure,no
54,technician,married,secondary,472,yes,yes,2,failure,no
59,management,married,primary,252,yes,yes,1,failure,no
40,technician,married,secondary,0,yes,no,2,failure,no
45,management,married,secondary,4425,no,no,1,failure,no
43,technician,divorced,secondary,-36,yes,no,1,failure,no
43,technician,married,secondary,0,no,yes,2,failure,no
55,entrepreneur,divorced,tertiary,1730,no,no,2,failure,no
49,services,married,secondary,202,yes,no,2,failure,yes
49,entrepreneur,married,tertiary,313,yes,no,2,failure,no
39,blue-collar,single,primary,419,yes,no,1,failure,no
42,services,married,secondary,1048,yes,no,1,failure,no
41,technician,married,secondary,112,yes,no,1,failure,no
51,technician,married,secondary,563,yes,no,1,failure,no
36,blue-collar,married,secondary,1797,yes,yes,1,failure,no
52,technician,married,tertiary,3440,yes,no,1,failure,no
42,entrepreneur,married,tertiary,373,no,no,1,failure,no
45,technician,married,secondary,2020,yes,no,1,failure,no
35,entrepreneur,married,secondary,24,yes,no,1,failure,no
38,management,married,tertiary,425,yes,no,1,failure,no
47,technician,married,secondary,80,no,yes,1,failure,no
43,self-employed,married,secondary,634,yes,no,1,failure,no
50,management,married,tertiary,830,no,no,1,failure,no
54,services,married,secondary,2719,yes,no,2,failure,no
44,unemployed,married,secondary,0,yes,no,1,failure,no
51,management,married,tertiary,248,yes,yes,2,failure,no
51,technician,married,secondary,12061,yes,no,1,failure,no
42,technician,single,secondary,-15,no,no,1,failure,no
50,management,married,tertiary,4,no,no,1,failure,no
58,unknown,divorced,secondary,3111,yes,no,1,failure,no
44,management,married,tertiary,1451,yes,no,3,failure,no
41,unemployed,married,primary,557,yes,no,1,failure,no
37,management,single,tertiary,600,yes,no,2,failure,no
53,admin.,married,secondary,350,no,yes,3,failure,no
53,self-employed,married,secondary,248,no,yes,1,failure,no
52,technician,married,secondary,1818,no,yes,2,failure,no
37,admin.,married,tertiary,0,yes,no,2,failure,no
44,management,married,tertiary,58,yes,no,1,failure,no
32,admin.,married,secondary,0,yes,yes,2,failure,no
41,management,married,tertiary,20,yes,no,1,failure,no
37,services,married,secondary,-954,yes,no,1,failure,no
43,housemaid,married,primary,0,no,yes,1,failure,no
51,blue-collar,married,primary,230,yes,no,1,failure,no
56,management,married,tertiary,505,yes,yes,1,failure,no
38,technician,married,secondary,821,yes,yes,2,failure,no
42,technician,married,primary,275,no,no,2,failure,no
34,management,single,tertiary,1049,yes,no,2,failure,no
51,blue-collar,married,secondary,1414,yes,no,3,failure,no
38,blue-collar,married,primary,0,yes,no,2,failure,no
38,management,single,tertiary,11971,yes,no,2,failure,no
41,blue-collar,married,secondary,271,yes,no,2,failure,no
48,management,divorced,tertiary,-478,yes,no,5,failure,no
54,management,married,tertiary,3795,yes,yes,2,failure,no
55,entrepreneur,married,secondary,653,yes,no,2,failure,no
38,technician,single,secondary,1255,yes,no,2,failure,no
50,technician,divorced,secondary,-403,no,yes,2,failure,no
42,unemployed,married,primary,2636,no,no,2,failure,no
40,housemaid,married,secondary,1029,yes,yes,2,failure,no
57,management,married,secondary,1502,no,no,2,failure,no
30,technician,single,secondary,426,yes,no,4,failure,no
56,management,single,secondary,237,yes,no,3,failure,no
39,technician,married,secondary,8,no,yes,2,failure,no
43,services,divorced,secondary,1043,yes,no,4,failure,no
42,services,married,secondary,1027,yes,no,2,failure,no
44,management,married,tertiary,724,yes,no,2,failure,no
36,blue-collar,married,secondary,0,yes,no,2,failure,no
40,unemployed,married,secondary,219,yes,no,2,failure,no
48,technician,married,unknown,2106,yes,no,2,failure,no
43,management,married,tertiary,2767,yes,no,1,failure,no
40,technician,married,secondary,1269,yes,no,1,failure,no
56,services,married,secondary,1150,no,yes,1,failure,no
37,technician,married,secondary,5115,yes,no,2,failure,yes
56,management,single,tertiary,1092,yes,yes,3,failure,no
37,management,married,secondary,121,no,yes,2,failure,no
58,blue-collar,divorced,secondary,644,no,yes,4,failure,no
45,entrepreneur,married,secondary,781,no,yes,2,failure,yes
