pid,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem,satis_1,satis_2,satis_3,satis
59890002,598900,2,1,1,13,1,2,2,60,4,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,3,4,4,4,3,3,3,3,2,2,4,4,3,3,3,1,1,1,1,2.857142857,4,4,3,4,4,3,3,3,3,4,4,3,4,3,3,3,3,3,2,1,3,1,1,1,1,2.84,4,3,1,4,1,3,3,3,1,1,35,5,6,6,5.666666667
59910001,599100,1,1,1,13,1,2,1,83,2,2,5,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,2,3,2,2,3,2,3,1,2,2,27,5,5,5,5
59910002,599100,2,1,1,13,1,2,2,74,3,2,2,1,4,2,1,4,6,2, , , , ,0,0,0,0,0,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1.428571429,2,4,2,4,3,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1.56,2,3,2,2,3,2,2,3,3,3,22,5,5,5,5
59920001,599200,1,1,1,13,1,2,1,80,2,2,2,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1.285714286,4,4,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.52,2,2,1,2,2,2,3,2,2,2,27,6,5,5,5.333333333
59920002,599200,2,1,1,13,1,2,2,74,2,2,2,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1.96,2,2,1,2,2,2,2,3,2,2,25,5,5,5,5
59930001,599300,1,1,1,13,1,3,1,65,4,2,6,1,3,2,1,2,8,2, , , , ,0,0,0,0,0,3,2,3,4,4,4,3,2,3,3,2,2,3,3,3,3,3,2,1,1,1,2.619047619,4,3,3,4,4,4,4,3,4,2,4,3,2,2,3,3,3,3,2,2,3,2,2,2,2,2.92,2,2,2,2,2,2,3,3,2,2,25,6,6,6,6
59930002,599300,2,1,1,13,1,3,2,70,4,2,2,2, ,2,1,2,8,2, , , , ,0,0,0,0,0,3,2,2,3,4,4,2,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1.857142857,4,3,3,3,3,3,4,4,4,2,3,3,2,1,2,2,2,2,2,3,2,2,2,2,2,2.6,2,2,3,2,1,2,2,2,2,2,25,5,5,5,5
59960001,599600,1,1,1,13,1,2,1,77,2,2,5,1,3,2,1,5,5,2, , , , ,0,0,0,0,0,1,2,2,2,2,3,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1.714285714,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.44,2,2,3,2,2,3,2,3,3,3,22,5,5,5,5
59960002,599600,2,1,1,13,1,2,2,77,2,2,2,1,4,2,1,5,5,2, , , , ,0,0,0,0,0,2,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1.666666667,3,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.4,2,2,3,2,2,3,2,3,3,2,23,5,5,4,4.666666667
59970002,599700,2,1,1,13,1,1,2,76,2,3,3,2, ,1,1,2,8,2, , , , ,0,0,0,0,0,3,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.238095238,4,4,2,2,2,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1.52,3,3,2,2,2,3,2,2,2,2,28,6,6,6,6
59980001,599800,1,1,1,13,1,2,1,79,2,2,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.142857143,3,3,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1.44,2,1,2,3,2,2,3,2,2,2,26,5,4,4,4.333333333
59980002,599800,2,1,1,13,1,2,2,75,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,3,2,2,1,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,1,1.523809524,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1.36,2,2,3,2,1,2,3,2,2,2,26,5,5,5,5
60010002,600100,2,1,1,13,1,1,2,79,2,3,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.047619048,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.32,2,2,1,2,3,2,2,3,3,2,23,4,3,3,3.333333333
60020001,600200,1,1,1,13,1,1,2,81,2,3,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,2,3,1,1,27,3,3,2,2.666666667
60030001,600300,1,1,1,13,1,1,2,73,2,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.8,2,2,1,2,3,3,2,3,1,1,27,4,4,3,3.666666667
60060001,600600,1,1,1,13,1,2,1,83,2,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,2,3,1,2,2,1,2,3,2,2,25,5,4,5,4.666666667
60060002,600600,2,1,1,13,1,2,2,80,2,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,3,2,2,3,2,25,4,3,4,3.666666667
60070001,600700,1,1,1,13,1,3,1,73,3,2,5,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,5,5,5,5,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.88,3,3,1,2,2,3,3,2,2,1,31,4,3,4,3.666666667
60070002,600700,2,1,1,13,1,3,2,68,3,2,3,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.047619048,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.52,3,3,1,2,3,4,2,2,1,1,31,4,3,3,3.333333333
60070003,600700,3,1,1,13,1,3,1,37,5,1,8,1,1,2,1,5,5,1,4,4,4,4,6,6,6,6,6,3,4,3,2,3,4,3,3,5,4,3,2,3,4,3,3,4,3,3,3,3,3.238095238,5,5,5,5,5,3,4,3,2,3,4,3,3,4,3,3,2,3,4,3,3,4,3,3,3,3.52,3,3,1,2,3,4,3,2,1,1,32,5,4,4,4.333333333
60080001,600800,1,1,1,13,1,3,1,73,3,2,6,1,2,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,3,2,3,2,2,5,3,2,2,3,3,2,2,1,1,1,1,1,2.142857143,5,4,4,4,4,3,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1.88,2,2,1,2,2,3,3,2,1,2,29,3,3,2,2.666666667
60080002,600800,2,1,1,13,1,3,2,66,2,2,2,1,4,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1.19047619,5,5,5,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.96,2,2,1,2,3,3,2,3,1,1,27,3,3,4,3.333333333
60080003,600800,3,1,1,13,1,3,2,41,4,3,7,1,1,2,1,5,5,1,5,5,6,5,5,5,4,5,4.75,1,1,3,4,3,3,4,3,5,3,2,3,4,3,3,4,3,3,2,3,3,3,5,5,5,5,5,3,4,3,2,3,5,3,2,3,4,3,2,3,4,3,3,2,3,3,3,3.44,3,3,1,2,3,3,2,3,1,1,29,5,4,5,4.666666667
60090001,600900,1,1,1,13,1,3,1,59,4,2,6,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,3,2,3,4,4,4,3,3,5,3,2,3,3,3,3,3,3,1,1,1,1,2.761904762,5,5,5,5,5,2,3,3,4,4,3,3,3,3,3,3,3,3,3,1,3,1,1,1,1,3.04,4,3,1,2,2,3,3,3,1,1,32,5,4,4,4.333333333
60090002,600900,2,1,1,13,1,3,2,45,4,2,5,1,3,2,1,3,7,2, , , , ,0,0,0,0,0,3,3,3,4,4,4,3,3,5,3,2,2,3,3,3,3,3,1,1,1,1,2.761904762,5,5,5,5,5,3,4,4,4,3,5,3,3,2,3,3,3,3,3,1,3,1,1,1,1,3.16,3,3,1,2,3,3,2,3,1,1,29,5,5,4,4.666666667
60090003,600900,3,1,1,13,1,3,2,23,5,1,6,1,1,2,1,4,6,1,4,4,5,5,6,6,5,5,5.5,3,4,3,4,3,4,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3.333333333,5,5,5,5,5,3,4,4,3,3,4,3,2,3,4,3,3,4,3,3,2,3,4,3,3,3.56,4,3,1,2,3,3,2,3,1,2,29,6,6,5,5.666666667
60090004,600900,4,1,1,13,1,3,1,20,5,1,1,2, ,2,1,3,7,1,4,4,4,4,6,6,6,6,6,3,3,3,4,3,4,3,4,3,4,3,4,3,3,4,3,3,4,3,3,3,3.333333333,5,5,5,5,5,3,5,3,4,3,3,5,3,4,3,3,2,3,4,3,3,4,3,4,3,3.72,4,3,1,2,3,3,3,3,1,1,31,6,6,5,5.666666667
60100001,601000,1,1,1,13,1,3,2,58,4,4,7,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,2,1,2,1,2,5,2,1,2,2,1,2,2,2,1,2,2,2,1.761904762,5,5,5,5,5,3,2,3,2,2,5,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2.76,4,3,1,2,3,3,2,3,1,1,30,5,4,4,4.333333333
60100002,601000,2,1,1,13,1,3,2,28,5,1,7,1,1,2,1,4,6,1,5,5,6,6,5,5,4,4,4.5,3,4,3,2,3,4,3,3,5,3,2,3,3,2,3,4,3,3,2,3,3,3.047619048,5,5,5,5,5,3,2,4,3,3,5,4,3,2,3,4,3,3,2,4,3,3,2,3,3,3.48,4,4,1,2,2,1,2,3,3,3,26,6,6,5,5.666666667
60100003,601000,3,1,1,13,1,3,1,27,5,1,6,1,1,2,1,4,6,1,4,4,6,4,6,6,4,6,5.5,3,4,3,2,3,4,3,3,5,3,4,3,3,2,3,4,3,3,4,3,3,3.238095238,5,5,5,5,5,3,4,3,4,4,3,2,3,4,3,4,4,3,3,4,3,3,4,3,3,3.68,4,3,1,2,3,3,2,3,1,1,30,5,4,4,4.333333333
60100004,601000,4,1,1,13,1,3,2,22,5,1,6,1,1,2,1,4,6,1,5,5,6,5,5,5,4,5,4.75,3,4,3,2,3,2,3,3,5,3,4,3,2,3,4,3,4,3,3,3,3,3.142857143,5,5,5,5,5,3,2,3,4,3,5,3,4,3,4,4,3,3,4,3,4,3,3,4,3,3.72,3,2,3,4,3,3,2,3,3,3,24,5,4,5,4.666666667
60110001,601100,1,1,1,13,1,2,1,66,3,2,4,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.142857143,5,5,5,5,5,3,2,2,3,2,3,2,1,2,1,1,2,2,3,1,1,1,1,1,1,2.4,3,2,1,2,3,3,2,4,1,1,27,4,3,3,3.333333333
60110002,601100,2,1,1,13,1,2,2,61,4,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.142857143,5,5,5,5,5,3,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2.12,3,3,1,2,3,2,2,3,1,1,28,4,4,3,3.666666667
60110101,601101,1,1,1,13,1,3,1,37,5,2,7,1,1,2,1,4,6,1,3,3,4,4,7,7,6,6,6.5,3,4,5,4,3,4,5,4,5,4,4,3,4,5,4,4,4,3,4,4,4,4,5,5,5,5,5,3,4,5,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4.04,4,3,1,2,3,3,3,4,1,1,30,5,5,4,4.666666667
60110102,601101,2,1,1,13,1,3,2,35,5,2,8,1,1,2,1,6,4,1,3,5,5,5,7,5,5,5,5.5,3,4,4,5,4,3,4,3,4,5,4,3,4,4,5,4,3,4,4,4,4,3.904761905,5,5,5,5,5,3,4,4,3,4,4,3,4,4,3,4,4,5,4,3,4,4,3,4,4,4,4,3,1,2,3,2,3,4,1,1,29,4,4,3,3.666666667
60110201,601102,1,1,1,13,1,3,1,33,5,2,8,1,1,2,1,4,6,1,7,7,7,7,3,3,3,3,3,3,4,5,4,3,4,5,4,3,4,4,5,4,3,4,4,3,4,5,4,4,3.952380952,5,5,5,5,5,3,4,4,5,4,3,4,5,5,4,4,5,4,5,4,4,5,4,4,4,4.36,4,3,1,2,3,4,3,2,1,1,33,4,5,4,4.333333333
60110202,601102,2,1,1,13,1,3,2,34,5,2,8,1,1,2,1,4,6,1,6,6,6,5,4,4,4,5,4.25,4,5,4,3,4,5,4,4,5,4,5,4,4,5,4,4,4,5,4,4,4,4.238095238,5,5,5,5,5,4,5,4,4,4,5,4,5,5,4,4,3,4,5,4,4,4,4,4,4,4.36,3,3,1,2,3,3,4,3,1,1,31,4,3,4,3.666666667
60120001,601200,1,1,1,13,1,3,1,68,4,2,6,1,3,2,1,3,7,2, , , , ,0,0,0,0,0,1,1,1,3,4,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1.619047619,5,5,5,5,5,3,4,4,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2.4,3,2,1,2,3,4,3,2,1,1,31,4,3,3,3.333333333
60120002,601200,2,1,1,13,1,3,2,65,3,2,5,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,1,2,1,3,4,4,1,1,3,3,1,1,3,3,3,3,3,1,1,1,1,2.095238095,5,5,5,5,5,3,4,4,4,1,3,3,1,1,3,3,3,3,1,1,3,1,1,1,1,2.8,3,2,1,2,3,3,2,2,1,1,29,3,3,3,3
60120003,601200,3,1,1,13,1,3,1,36,5,1,8,1,1,2,1,3,7,1,6,6,9,6,4,4,1,4,3.25,4,5,4,3,4,5,5,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4.238095238,5,5,5,5,5,3,4,5,4,3,4,4,3,4,4,5,4,3,4,5,4,4,3,4,4,4.12,4,3,1,2,3,3,2,4,1,1,29,6,5,5,5.333333333
60130001,601300,1,1,1,13,1,3,1,72,3,2,3,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.380952381,5,5,5,5,5,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.2,3,2,1,2,2,3,3,4,1,1,29,4,3,3,3.333333333
60130002,601300,2,1,1,13,1,3,2,66,3,2,2,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,1,1,1,3,4,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1.619047619,5,5,5,5,5,3,4,4,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2.4,3,2,1,3,3,2,3,2,1,1,30,5,4,4,4.333333333
60130003,601300,3,1,1,13,1,3,2,40,5,1,7,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,3,4,5,4,3,4,3,4,5,3,4,4,3,3,4,4,3,3,4,4,4,3.714285714,5,5,5,5,5,4,3,4,5,4,3,4,4,3,4,4,4,4,3,4,5,4,3,4,4,4.08,4,3,1,3,2,3,4,3,1,1,34,5,4,4,4.333333333
60140001,601400,1,1,1,13,1,2,1,65,4,2,6,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,5,5,5,5,5,3,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2.12,3,2,1,2,2,3,4,3,1,1,31,3,4,3,3.333333333
60140002,601400,2,1,1,13,1,2,2,65,4,2,4,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1.19047619,5,5,5,5,5,3,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2.12,3,2,1,3,4,3,3,2,1,1,30,5,4,4,4.333333333
60150001,601500,1,1,1,13,1,1,2,69,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,1,1,2,3,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,3,1,3,4,3,4,3,2,2,29,3,3,2,2.666666667
60160001,601600,1,1,1,13,1,2,1,61,4,2,6,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.238095238,5,5,5,5,5,3,1,1,3,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2.2,3,3,1,3,4,3,2,2,1,1,30,5,4,4,4.333333333
60160002,601600,2,1,1,13,1,2,2,61,4,2,6,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.142857143,5,5,5,5,5,3,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2.04,3,3,1,2,4,3,3,3,1,1,29,3,4,4,3.666666667
60170002,601700,2,1,1,13,1,3,2,53,5,3,8,1,2,2,1,5,5,2, , , , ,0,0,0,0,0,1,2,3,2,3,2,1,1,5,3,2,3,3,3,3,2,3,2,2,2,2,2.380952381,5,5,5,5,5,2,3,2,1,2,3,2,2,3,3,3,3,2,4,2,2,3,2,2,2,2.92,4,3,1,3,2,3,4,3,1,1,34,5,4,4,4.333333333
60170003,601700,3,1,1,13,1,3,2,24,5,1,7,1,1,2,1,4,6,1,4,4,4,4,6,6,6,6,6,3,4,5,4,3,4,4,3,5,3,4,5,3,4,4,3,4,5,4,4,4,3.904761905,5,5,5,5,5,3,4,4,3,5,4,3,4,4,5,4,3,4,4,4,3,4,4,3,4,4.04,4,3,1,2,4,3,3,4,1,1,29,6,6,5,5.666666667
60170004,601700,4,1,1,13,1,3,1,20,5,1,1,2, ,2,1,4,6,1,1,4,4,4,9,6,6,6,6.75,5,5,5,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3.904761905,5,5,5,5,5,3,4,3,2,3,4,3,3,2,3,4,3,3,4,3,3,4,3,3,3,3.52,3,1,1,3,3,2,3,4,1,1,27,5,4,3,4
60180001,601800,1,1,1,13,1,3,2,62,3,2,5,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,5,2,1,2,2,1,1,1,1,1,1,1,1,1.333333333,5,5,5,5,5,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,2,1,2,2,3,3,2,1,1,31,4,4,3,3.666666667
60180002,601800,2,1,1,13,1,3,1,70,3,2,4,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,1,2,3,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2.12,3,2,1,2,3,2,2,3,2,1,26,3,3,4,3.333333333
60180003,601800,3,1,1,13,1,3,2,42,5,2,8,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,3,4,5,4,3,2,3,4,5,4,3,3,4,3,4,3,4,4,3,3,3,3.523809524,5,5,5,5,5,3,4,3,2,3,4,3,3,4,4,3,2,3,4,3,3,3,4,3,3,3.56,3,2,1,2,3,3,4,3,1,1,30,4,4,4,4
60180004,601800,4,1,1,13,1,3,1,41,5,2,8,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,4,4,2,3,4,3,4,4,3,4,3,4,3,4,4,3,3,4,3,3,3.428571429,5,5,5,5,5,4,4,2,4,3,4,5,4,3,4,5,4,3,4,3,4,4,3,3,3,3.92,4,3,1,2,3,4,3,3,2,1,31,6,6,5,5.666666667
60190003,601900,3,1,1,13,1,2,1,38,5,2,8,1,1,1,1,4,6,1,5,5,7,5,5,5,3,5,4.5,3,4,5,4,3,4,3,4,5,3,4,4,3,3,4,3,3,4,4,4,4,3.714285714,5,5,5,5,5,3,4,5,4,3,4,4,5,4,3,4,4,5,4,3,3,4,4,4,4,4.12,4,3,1,3,3,4,3,4,1,1,32,4,4,5,4.333333333
60190004,601900,4,1,1,13,1,2,2,36,5,2,8,1,1,1,1,3,7,1,4,5,5,5,6,5,5,5,5.25,4,5,4,3,4,5,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,3.857142857,5,5,5,5,5,5,3,4,3,4,4,3,4,5,4,3,4,4,3,4,4,3,3,3,3,3.92,3,3,1,2,3,3,4,4,1,1,30,4,5,5,4.666666667
60200001,602000,1,1,1,13,1,2,1,61,4,2,6,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,3,4,4,3,4,5,4,3,4,4,3,4,4,5,4,3,4,3,4,4,4,3.80952381,5,5,5,5,5,3,4,4,3,4,5,4,3,4,4,3,4,4,4,3,3,4,3,4,3,3.92,4,3,1,2,3,3,2,2,3,2,28,3,4,4,3.666666667
60200002,602000,2,1,1,13,1,2,2,58,4,2,5,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,2,3,2,1,1,4,1,1,5,1,1,1,1,2,1,1,1,1,2,1,1,1.619047619,5,5,5,5,5,3,1,1,4,2,1,1,2,2,1,1,2,2,4,1,1,1,1,1,1,2.32,4,3,1,2,3,3,3,4,1,1,30,4,3,3,3.333333333
60210001,602100,1,1,1,13,1,2,1,56,3,1,7,1,1,2,2, ,0,1,8,7,8,8,2,3,2,2,2.25,1,1,1,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.476190476,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2.56,2,2,3,3,2,3,3,3,1,1,28,5,4,5,4.666666667
60210002,602100,2,1,1,13,1,2,2,87,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.56,2,2,3,2,3,3,3,4,2,1,24,6,5,6,5.666666667
60220001,602200,1,1,1,13,1,2,1,77,3,2,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.333333333,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,3,3,2,3,2,3,3,3,1,1,31,4,5,5,4.666666667
60220002,602200,2,1,1,13,1,2,2,68,3,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.142857143,4,4,4,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.76,3,2,2,3,2,3,3,3,2,1,29,4,5,4,4.333333333
60230001,602300,1,1,1,13,1,3,1,79,3,2,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.8,3,3,2,3,2,3,3,3,1,1,31,4,5,4,4.333333333
60230002,602300,2,1,1,13,1,3,2,61,3,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.333333333,4,4,4,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.76,3,3,2,3,2,3,3,4,1,1,30,4,3,5,4
60230003,602300,3,1,1,13,1,3,1,25,5,1,1,2, ,2,1,4,6,1,6,9,9,9,4,1,1,1,1.75,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,4,4,4.666666667,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4.84,3,4,2,3,2,4,4,4,2,1,32,6,5,6,5.666666667
60230004,602300,4,1,1,13,1,3,2,20,5,1,1,2, ,2,1,3,7,1,6,9,9,9,4,1,1,1,1.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.88,3,3,2,3,2,3,4,3,1,1,32,6,5,6,5.666666667
60250002,602500,2,1,1,13,1,1,2,80,2,3,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.32,2,3,2,3,3,3,3,4,1,1,28,4,3,4,3.666666667
60260001,602600,1,1,1,13,1,3,1,52,4,2,8,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,4,5,5,5,5,5,3,3,4,3,1,1,3,3,3,3,3,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,4,3,1,1,3,3,3,3,4,1,3,1,1,1,1,3.32,3,2,2,3,2,3,4,3,2,1,30,6,7,6,6.333333333
