면적,층수,연수,구,가격
84.8,12,16,송파구,24.05
52.26,6,41,서초구,15.7
59.99,4,2,강북구,4.475
59.91,15,8,성동구,12.75
95.87,11,41,강동구,10.6
84.96,10,15,노원구,6.5
84.705,6,21,강북구,6.9
84.72,6,25,성북구,7.35
57.63,5,25,중구,8
84.87,2,27,성동구,8.8
59.49,17,23,구로구,5.9
59.86,22,25,성북구,5.95
84.88,7,22,중구,12.7
84.94,14,29,도봉구,5.45
84.9668,18,7,마포구,13.35
59.964,3,21,강북구,5.69
32.93,6,1,강북구,3.03
43.56,7,35,노원구,3.9
59.79,6,23,성동구,7.45
59.968,12,4,영등포,9.3
84.87,20,24,구로구,9.4
84.9651,2,15,영등포,8.9
59.789,10,3,은평구,7.5
59.89,21,24,동대문,6.45
59.95,16,8,양천구,12.15
114.272,15,17,강동구,13.9
66.96,8,29,중랑구,5.9
42.93,9,41,강동구,8.1
16.93,7,11,강북구,1.665
59.905,5,3,은평구,7.375
84.82,14,23,성동구,11.5
84.98,32,6,송파구,18.5
16.01,11,9,동작구,1.68
36.16,9,35,도봉구,3.55
59.82,22,25,강남구,16.35
59.99,5,6,은평구,6.5
84.5978,21,10,마포구,16.8
56.11,7,32,구로구,5.15
12.96,5,12,영등포,1.1
84.98,10,18,구로구,8.95
59.88,22,17,송파구,16.7
84.55,17,19,도봉구,7.9
132.735,12,17,동작구,14.2
48.6,9,25,노원구,4.4
59.94,26,6,동대문,9.94
84.94,22,24,영등포,10.3
73.873,8,5,강동구,14.3
31.24,6,43,중구,1.25
60,12,18,노원구,4.05
59.86,10,19,성북구,6.78
51.27,9,38,도봉구,3.25
59.76,21,26,중랑구,6
79.05,6,22,영등포,12.3
84.57,11,28,동작구,8.6
59.028,17,5,강동구,12
84.96,3,10,동대문,12.1
49.29,9,6,송파구,13.5
59.88,12,19,성북구,4.7
59.68,7,4,양천구,8.4
49.94,12,36,노원구,5
131.35,5,16,광진구,11.9
59.6,8,14,강북구,6.6
59.8848,6,18,강남구,17
84.69,15,7,영등포,15.1
84.47,3,38,영등포,10
65.93,7,20,강동구,4.5
84.84,5,16,성북구,8.2
59.95,9,15,서대문,8.6
59.98,20,3,송파구,11.75
84.98,22,6,동작구,13.98
72.845,8,5,서대문,11
84.734,7,15,은평구,8
59.993,22,14,서초구,21.1
84.97,19,6,강남구,24.5
84.4214,6,8,금천구,10.6
155.22,14,45,송파구,25.75
84.92,6,27,동대문,8
59.13,14,23,동대문,6
84.79,24,16,송파구,17.95
13.79,5,10,은평구,1.185
84.92,1,26,영등포,8.5
76.79,10,45,강남구,22.8
84.303,18,19,노원구,8.1
114.942,7,15,은평구,9.75
59.96,22,24,성동구,10.3
84.98,17,8,마포구,18.8
101.81,8,15,은평구,9.6
75.51,6,38,성동구,11.7
12.89,2,12,관악구,1.363
84.9817,4,11,동작구,14
49.56,15,32,강서구,6.8
51.44,3,39,구로구,7.85
12.62,17,10,영등포,1.656
51.66,4,29,동작구,7.8
59.98,11,24,강동구,5.9
59.73,9,14,마포구,7.5
60.89,5,53,성북구,2.8
148.94,5,16,영등포,26
97.35,4,24,강남구,24
36.29,10,20,강남구,3.65
59.76,10,28,중랑구,6.2
59.88,8,8,성동구,13.75
84.951,1,12,동작구,12.5
84.8514,1,7,노원구,6.7
84.66,15,14,마포구,9.2
84.84,11,22,금천구,5.9
42.93,8,36,도봉구,3.3
84.88,9,17,성북구,9.35
84.9557,17,4,서대문,13.5
84.48,5,2,성북구,10.05
114.98,18,21,성북구,10.9
114.94,9,21,서초구,16.9
84.91,3,22,서초구,22.4
84.495,7,28,성동구,8.1
29.93,7,6,강서구,2.9
84.81,11,22,동대문,7
84.9,20,24,마포구,12.45
97.35,8,24,강남구,24
84.84,14,20,동작구,9.3
84.82,13,31,서초구,17
59.99,11,10,동대문,9.87
16.92,5,5,광진구,2
84.93,7,17,송파구,12
114.75,27,21,관악구,7
59.13,2,23,동대문,5.99
84.12,19,25,중랑구,5.05
101.0109,14,11,서초구,17.3
84.94,15,29,도봉구,5.45
59.91,20,25,영등포,8.53
76.21,4,46,서초구,16.95
114.94,11,24,성동구,12
59.99,21,4,강동구,9
84.99,16,6,송파구,20.9
84.97,3,24,용산구,17.4
59.13,18,23,동대문,6.2
64.08,4,41,영등포,8.49
84.32,16,22,광진구,12.7
193.03,7,49,영등포,28
59.9927,9,18,노원구,6.645
59.96,6,8,노원구,6.8
75.06,6,21,강동구,6.3
84.96,2,16,양천구,6.3
84.65,25,7,영등포,14.3
91.05,10,40,구로구,6.25
101.8,4,8,송파구,16
157.59,7,37,양천구,23.05
59.499,10,23,도봉구,6.3
84.98,3,10,동대문,10
37.57,4,1,강북구,3.325
51.77,4,11,송파구,8.9
84.971,6,9,서대문,12.35
84.9883,6,21,동작구,8.72
84.93,9,26,마포구,10.5
29.63,6,5,금천구,2.7
84.98,21,6,동작구,14.9
84.8079,9,3,마포구,18.9
84.92,4,10,성동구,13.4
84.78,10,32,동작구,8.5
84.98,17,4,양천구,9.3
58.14,3,29,강서구,7.05
84.97,5,14,성북구,8.4
36.2275,20,2,은평구,4.5
84.962,17,18,구로구,6.4
76.51,15,32,노원구,8.9
84.57,13,36,구로구,6.45
128.81,5,9,강서구,12.9
83.31,8,36,양천구,14
84.69,3,27,송파구,12.3
84.96,14,24,양천구,9.05
84.42,11,28,노원구,8.15
39.6,13,32,강서구,5.8
84.97,22,16,송파구,23
49.54,7,33,노원구,5.2
79.47,9,36,서초구,22
83.45,6,8,마포구,13.93
84.98,18,26,노원구,6.1
59.96,7,28,도봉구,6.14
38.441,8,2,영등포,6.226
114.93,9,24,서대문,10.65
27.7131,6,11,강남구,3.2
59.25,16,27,은평구,5.1
84.91,3,33,서초구,14.6
101.4632,5,6,송파구,13.5
84.93,10,16,서대문,5.5
84.99,14,9,서대문,11
84.79,2,12,동작구,13.78
84.88,23,25,강동구,9.4
59.98,5,30,서초구,10
59.76,16,24,관악구,6.66
84.24,25,5,강동구,15.9
33.18,11,32,강남구,9
59.975,10,37,송파구,9.85
59.42,17,25,성북구,4.9
64.85,8,17,동대문,7.9
59.7848,18,3,마포구,13.8
84.77,12,18,양천구,6.95
84.9654,13,3,마포구,18.35
59.71,3,2,은평구,7
59.1,17,2,성북구,8
84.41,2,36,노원구,7.7
39.53,15,32,강남구,12.1
84.6099,7,12,동작구,11.25
14.7,9,8,동작구,1.43
84.98,10,4,영등포,15.3
59.7084,4,3,강동구,9.77
75.16,3,31,강남구,16.6
59.87,22,4,영등포,9.8
13.7067,7,12,영등포,1.57
78.3,7,28,강동구,9
38.64,12,32,노원구,3.4
79.24,4,53,영등포,16
84.97,22,27,도봉구,9.5
158.99,9,16,종로구,20
84.786,19,10,금천구,9.4
63.89,13,3,관악구,6.2
15.3388,2,10,동대문,1.02
149.39,8,42,성동구,27.2
84.76,2,20,강북구,6.25
59.9,7,26,영등포,8.5
84.99,3,12,성동구,13.07
84.9184,9,4,강서구,8.7
84.79,6,19,영등포,8.6
59.936,17,20,성동구,8.3
59.76,3,24,관악구,6.35
59.65,13,22,중랑구,6.3
84.94,2,14,송파구,10.5
27,9,36,노원구,2.85
84.9876,12,18,강남구,28
39.6,4,30,노원구,3.6
59.9543,6,20,도봉구,5
59.88,16,4,양천구,8.5
57.7467,15,22,강서구,5.48
84.8746,4,6,동작구,14.5
84.55,1,35,광진구,12.85
59.98,15,8,성동구,13
55.8376,7,4,강서구,3.3
83.99,4,21,도봉구,3.48
59.9388,2,21,동작구,8.45
71.2,4,45,송파구,15.7
59.99,14,15,동대문,6.5
13.74,13,11,영등포,1.02
55.4561,10,21,동작구,7.3
84.97,20,16,중구,9.2
59.96,10,29,도봉구,4.42
67.41,10,37,영등포,6.2
59.74,14,27,송파구,7.6
55.57,4,55,서대문,4.1
59.936,14,20,성동구,8.85
59.96,6,17,동작구,10.4
59.9335,12,4,은평구,8.2
84.97,2,13,강남구,11.375
47.74,2,6,구로구,3.2
65.52,16,24,구로구,4.3
42.93,11,41,강동구,8.3
59.92,14,27,송파구,9.95
39.84,12,26,노원구,3.4
41.16,8,29,강서구,5
84.997,1,11,강서구,11.05
37.38,5,4,관악구,1.5965
59.606,10,19,강남구,17.5
84.9725,9,8,송파구,14.7
59.88,11,4,양천구,8.1
115.62,11,21,관악구,9.5
53.01,9,25,서초구,12.5
47.25,4,38,양천구,13.1
84.94,3,5,성북구,9.3
84.92,14,18,중구,8.05
114.84,17,25,성북구,7.6
59.91,15,25,양천구,4
59.84,19,26,금천구,6.35
83.95,15,21,강동구,10.025
31.97,3,20,강동구,1.5
84.96,4,21,관악구,7.95
59.99,16,24,동대문,6.27
55.82,3,18,서대문,7.25
78.59,19,27,송파구,10.48
42.76,11,2,성북구,5.48
79.43,17,22,영등포,10.6
59.68,12,25,구로구,7
59.95,9,15,서대문,8.6
143,1,15,성동구,24
84.87,2,24,성동구,9.4
84.88,25,16,송파구,23.7
12.62,15,10,영등포,1.6
86.61,10,46,서초구,19.5
14.05,3,11,관악구,1.32
58.64,1,27,서대문,5
84.76,12,20,동대문,8
84.98,15,19,강서구,11.97
119.1731,11,20,도봉구,11.25
114.97,14,21,성동구,12.9
84.92,14,14,강동구,9
76.5,2,46,송파구,19.835
54.94,14,37,양천구,11.65
39.6,2,31,강남구,8.78
59.59,4,24,서대문,7.1
82.45,11,45,송파구,19.2
49.5,11,32,강서구,6.55
106.79,6,21,강동구,12
59.81,6,7,성북구,8.9
84.54,14,28,도봉구,5.08
71.64,2,36,양천구,14.1
59.98,6,4,서대문,9.77
45.9,2,36,도봉구,4.675
59.22,3,38,노원구,7.2
155.586,22,18,양천구,25.5
97.27,16,21,영등포,16.8
59.9,10,25,강동구,5.5
36.2415,24,2,은평구,5
59.73,14,25,양천구,6.74
59.82,25,27,광진구,9.9
65.88,3,34,강서구,6.5
59.94,1,23,구로구,5.57
59.86,4,29,도봉구,5.3
13.15,7,12,관악구,1.295
66.01,6,23,관악구,5.35
84.9805,14,7,강서구,13.2
48.88,7,19,송파구,4.2
84.823,1,17,성북구,6.75
59.35,10,8,강동구,12.5
141.45,12,31,노원구,15
134.74,8,31,노원구,14.4
54.81,1,41,강동구,9.13
84.866,17,2,마포구,16.5
84.9862,11,5,중랑구,11
33.18,3,32,강남구,9
84.95,2,17,송파구,20.75
97.27,3,21,영등포,14.1
33.1,12,25,강남구,3.88
84.97,1,29,강남구,18.4
48.98,6,6,동대문,7.9
54,3,25,중랑구,4.73
84.99,5,10,동대문,11.65
17.63,8,12,동대문,1.1
87.68,9,21,강서구,3.6
76.79,2,45,강남구,23.5
59.98,25,20,강북구,5.8
33.18,8,32,강남구,8.5
59.68,1,4,양천구,7.97
59.87,8,10,금천구,6.43
102.34,26,16,강동구,13.5
84.87,21,24,관악구,9.7
84.69,4,28,서초구,13
59.96,2,3,은평구,8.95
54.81,13,40,강동구,9.5
79.7,16,23,송파구,12.9
84.73,1,32,동작구,7.5
59.64,12,24,강동구,8.19
84.97,14,20,성북구,8.25
84.76,21,20,강북구,6.65
84.96,7,20,동작구,11.75
16.93,11,11,강북구,1.71
18.585,9,12,동대문,1.39
84.96,2,6,송파구,18.4
84.98,3,15,구로구,7.45
59.76,4,25,양천구,3.35
84.9145,9,11,서초구,22.8
84.74,10,36,강남구,18.8
51.48,14,38,노원구,5.85
84.967,27,14,서초구,30
103.34,20,19,서초구,19.5
84.99,2,6,송파구,19.25
59.9662,34,6,금천구,8.6
68.27,11,14,영등포,9.5
59.85,15,21,관악구,6.5
61.151,15,24,노원구,5.3
84.42,6,13,은평구,7.5
123.51,4,34,성동구,15.9
84.86,21,28,광진구,12.45
55.02,9,37,양천구,11.55
84.9,20,24,마포구,12.45
59.92,3,25,동대문,7
59.88,12,9,은평구,6.87
99.79,5,31,강남구,22
41.3,10,33,강북구,4.27
84.81,29,16,강동구,13.25
128.68,23,26,구로구,7.05
84.924,17,17,송파구,15.6
84.77,13,25,노원구,8.18
75.7,24,20,마포구,10.4
39.1,16,6,송파구,11.5
84.978,5,5,서대문,12
59.99,5,12,서초구,11.3
110.66,20,6,송파구,24.9
59.99,4,14,은평구,7
84.88,9,10,강서구,12
59.82,19,26,은평구,5.9
59.76,6,26,송파구,4.85
35.28,1,36,노원구,3.2
119.97,7,18,서초구,19.4
84.1861,10,6,서대문,9.4
49.8,11,27,송파구,7.3
17.94,9,12,중랑구,1.16
84.94,17,29,도봉구,5.4
55.371,11,19,동대문,8
59.64,9,24,강동구,8.6
34.2,10,20,강남구,3.45
59.04,9,25,성북구,5.5
52.5,7,41,성동구,12.4
152.25,15,26,성북구,10.4
59.54,20,13,강북구,6.4
84.99,21,22,동대문,7.9
84.44,3,19,영등포,9
84.96,6,13,중구,14.4
59.94,4,22,노원구,6.629
23.21,3,1,동대문,3.065
84.77,3,27,양천구,12.25
59.7,9,25,강서구,7.9
84.88,18,23,동작구,9.8
12.42,9,9,동작구,1.52
84.22,7,4,관악구,3.3139
52.96,11,9,영등포,5.3
84.87,3,26,관악구,7.2
157.29,12,24,양천구,18
84.92,7,10,성동구,14
82.94,28,24,강동구,13.3
84.88,13,22,양천구,15.8
84.96,6,4,관악구,3.4147
84.88,21,25,노원구,8.6
84.93,11,18,광진구,10
49.2,1,30,강서구,4
77.69,7,48,영등포,17
59.73,4,23,양천구,5
84.978,18,19,마포구,12.1
114.84,8,24,금천구,6
12.96,6,12,영등포,1.07
45.717,4,7,용산구,8.9
33.18,6,28,중랑구,2.99
84.96,6,20,송파구,13
59.938,17,5,은평구,8.73
59.96,2,11,송파구,10.5
41.3,2,36,노원구,4.1
84.94,10,7,송파구,9
17.91,14,9,강동구,1.3
59.8745,10,2,성북구,9.5
59.79,10,25,송파구,6.5
84.954,15,21,동작구,10.4
84.77,2,29,중랑구,7
114.7,4,17,송파구,22.5
84.97,4,6,서대문,10.45
158.79,13,27,도봉구,6.1
59.938,10,5,은평구,8.9
15.942,9,6,성북구,2.3
15.792,4,4,서대문,2.29
181.5,32,11,용산구,20.8
84.99,3,24,구로구,10.2
33.18,15,32,강남구,10.1
59.97,27,18,송파구,15.8
105.75,8,42,용산구,21.3
59.77,6,26,강북구,4.63
14.65,8,10,노원구,1.08
25.3284,14,7,성동구,11
84.692,5,21,마포구,16.8
84.88,13,25,중구,12
114.2802,4,10,마포구,18
42.93,9,41,강동구,8.2
59.99,8,2,마포구,13.2
84.864,23,8,동작구,12.8
59.99,9,15,동대문,8.1
84.985,2,20,양천구,7.05
49.98,6,47,강남구,20
68.12,5,28,중랑구,5.75
59.96,7,24,성동구,9
36.2275,16,2,은평구,4.5
84.98,10,9,마포구,17.8
114.96,4,24,동대문,7.5
84.88,15,22,중구,13.2
84.79,6,16,은평구,8.64
27.68,20,16,송파구,10.5
84.79,16,16,송파구,19.69
134.9883,1,20,강서구,9.75
84.76,2,32,광진구,7
73.89,13,37,도봉구,5.5384
84.932,15,5,성동구,15.3
84.89,3,27,영등포,8.2
51.77,1,11,송파구,9.45
84.95,6,16,송파구,13
100.31,2,36,송파구,18.5
59.95,3,21,성북구,5.65
84.96,2,27,중랑구,6.2
66.6,1,38,양천구,17
59.96,7,24,성동구,5.74
59.75,13,25,관악구,5.35
84.85,4,30,성북구,6.225
50.14,14,38,노원구,6.3
36.2275,17,2,은평구,4.5
59.27,9,19,성동구,9.1
79.83,9,28,마포구,11.35
116.25,3,18,송파구,9.6
59.73,1,23,양천구,4.8
52.36,4,33,도봉구,3.29
84.968,16,9,서대문,8.5
84.98,11,19,성북구,7.9
106.7,11,41,노원구,7.1
59.93,16,24,서대문,6.7
84.98,4,4,마포구,14
81.28,8,43,종로구,6.5
101.9,30,14,중랑구,9.75
34.44,8,32,강서구,4.85
59.87,4,13,은평구,7.13
68.11,2,8,성동구,9.7
50.74,11,4,은평구,6.8
59.98,13,7,금천구,7.75
59.76,16,27,마포구,11.2
84.77,14,28,양천구,11.9
52.7678,8,4,동대문,5.7
84.12,20,25,중랑구,3.9
84.83,27,4,강남구,23.2
59.93,7,24,서대문,7
59.87,21,4,영등포,10.6
84.99,1,16,송파구,18.2
16.685,7,12,강동구,1.19
109.0901,5,9,서대문,14.5
78.07,3,36,동작구,13.7
41.3,8,37,구로구,5.4
49.6,10,25,노원구,4.87
59.76,22,24,마포구,10.85
84.677,10,10,금천구,8.5
123.29,13,32,관악구,11.6
59.31,12,26,중랑구,5.3
25.65,5,35,송파구,5
59.6483,14,2,은평구,5.58
84.78,12,27,성동구,11.65
59.94,18,25,구로구,5.22
49.94,9,33,도봉구,5.05
33.18,5,29,노원구,3.05
59.958,12,21,동대문,7.15
84.98,7,16,강동구,12.7
84.99,22,10,동대문,11.1
49.21,30,6,송파구,14
116.276,13,22,구로구,6.05
84.66,8,29,노원구,5.59
84.47,9,28,송파구,11.45
84.98,3,18,서초구,20
59.2,11,36,노원구,5.2
119.67,1,39,강남구,20.9
59.92,11,26,노원구,5.25
84.97,10,29,강남구,18.5
31.75,7,1,동대문,4.23
48.18,10,31,동작구,4.85
84.932,9,5,성동구,15.3
59.67,24,20,강북구,5
84.76,8,25,강남구,16
84.76,18,20,강북구,6.58
84.8079,8,3,마포구,16.3
12.62,10,10,영등포,1.57
59.95,6,16,송파구,15.45
84.79,14,32,관악구,6.3
23.34,3,2,강북구,2.115
84.98,27,3,송파구,12.7
84.244,23,5,강동구,16
59.895,4,21,은평구,6.1
84.9039,7,4,은평구,8.72
18.79,5,6,구로구,1.89
84.647,7,21,성북구,6.68
84.87,17,24,구로구,9.8
84.6475,2,18,중랑구,8
55.91,16,22,영등포,9.7
59.98,18,14,성북구,8.28
82.3212,4,8,중구,14.95
59.91,16,23,강서구,6.6
152.17,12,46,동대문,13.1
59.9,9,5,관악구,8.8
66.48,6,17,성북구,6.2
115.47,7,38,양천구,24
59.94,8,22,노원구,6.5
59.7,18,25,강서구,7.55
100.31,12,36,송파구,20.9
58.01,11,37,노원구,6.17
35.55,3,63,구로구,1.9
93.03,5,27,노원구,5.15
114.88,17,23,성동구,15.7
84.91,10,33,서초구,13
59.83,5,20,강남구,8.8
29.75,9,3,은평구,3.72
84.9097,15,18,강남구,20.5
56.94,3,4,관악구,2.4275
59.22,2,38,노원구,7.3
84.6475,6,18,중랑구,7.53
84.94,19,20,마포구,12.9
84.91,7,11,중랑구,5.95
56.85,3,22,강북구,2.75
38.71,1,35,노원구,3
84.77,1,28,노원구,9.9
65.34,4,37,서대문,6.6
12.33,11,10,강동구,1
59.95,7,15,구로구,6.9
84.8,10,16,송파구,22.5
59.88,5,25,강서구,7.55
84.65,5,36,은평구,7.85
59.39,14,36,노원구,4.8
84.98,9,16,강동구,12.6
59.67,8,36,도봉구,3.78
59.9426,10,15,종로구,7.4
79.11,12,33,은평구,4.45
84.94,1,29,도봉구,5
60.71,3,30,동작구,2.94
83.85,15,17,마포구,12.8
52.7678,7,4,동대문,5.9
84.9885,4,14,은평구,8.45
134.715,16,20,은평구,8.7
84.95,10,13,중구,14
84.74,5,15,강동구,8.8
59.99,5,9,영등포,9.8
59.9843,13,20,동작구,8.85
59.67,21,23,동작구,8
59.97,17,23,성동구,10.8
59.789,5,3,은평구,7
84.92,8,10,마포구,14.8
58.01,15,36,노원구,6
84.77,11,25,마포구,13.65
59.785,8,5,강동구,11
84.98,2,13,강동구,11.2
150.58,14,20,송파구,16
55.14,16,23,은평구,4.2
84.7835,4,12,동작구,13
84.988,9,17,강동구,11.88
84.94,17,29,도봉구,5.27
79.05,15,33,은평구,4.32
102.21,6,46,서초구,22.5
117.07,7,8,중랑구,10.6
19.99,14,13,구로구,1.28
39.6,2,27,송파구,5.85
114.84,11,24,금천구,5.625
60,7,23,서대문,7.18
14.7,6,8,동작구,1.43
114.76,4,19,도봉구,8.2
84.98,5,6,송파구,19.15
16.959,13,12,강동구,1.24
76.79,1,45,강남구,22.5
84.94,12,15,구로구,8.8
44.64,3,26,구로구,4.2
71.17,19,29,송파구,10.8
84.96,22,24,관악구,8
51.78,10,2,은평구,7.83
84.48,4,9,서초구,12
36.2275,23,2,은평구,4.5
84.967,14,21,도봉구,6.3
59.97,16,12,서대문,9
84.9857,5,3,동작구,11
59.97,7,25,노원구,6.1
37.8,10,6,영등포,4.5564
59.983,3,5,성동구,11.45
65.34,5,38,양천구,14.4
105.21,3,26,구로구,6.3
135.17,5,56,중구,5
84.65,5,21,양천구,5.3
148.981,11,12,마포구,22.9
84.41,1,37,양천구,15.7
59.76,6,25,강서구,8.13
164.97,12,26,강남구,24
84.43,3,44,강남구,23
59.97,2,23,강서구,2.38
84.99,2,32,양천구,7.55
84.776,3,12,성동구,15.85
84.54,2,28,도봉구,3
68.8,4,32,관악구,7.25
42.96,2,24,구로구,2.27
59.97,17,18,송파구,18.4
79.58,7,2,강북구,5.755
114.51,21,26,서대문,11.6
59.4,7,25,서대문,6.8
58.14,3,29,강서구,6.2
59.92,14,27,송파구,10.5
45.77,3,33,노원구,4.25
37.17,1,11,마포구,3.385
64.98,2,38,양천구,12.8
84.994,16,3,노원구,10.1
73.9,5,20,중구,6.75
59.79,6,23,동대문,5.48
87.44,6,56,중구,5.65
84.81,12,24,광진구,15.35
134.61,7,30,강서구,11
114.885,7,20,동대문,9.1
59.65,4,14,성북구,6.8
134.43,11,15,은평구,11.5
84.97,11,16,관악구,6.6
14.1448,6,3,동대문,1.745
12.62,14,10,영등포,1.59
59.88,10,26,용산구,15.5
59.9,3,24,양천구,5.9
84.77,5,31,서대문,8
36.2415,16,2,은평구,5
84.93,16,4,강동구,13.5
82.61,11,46,송파구,24.96
84.67,10,5,강북구,8.79
84.97,3,13,강북구,6
84.64,4,21,강서구,6
84.98,10,13,강동구,13.8
40.99,11,2,성북구,5.255
59.9772,14,18,강남구,16
84.85,13,26,용산구,19.6
27,12,36,중랑구,2.85
48.3,2,36,강서구,1.94
39.6,1,32,강서구,5.05
84.975,12,17,강동구,11.7
84.96,3,21,관악구,7.8
49.82,8,4,강동구,5
48,7,20,송파구,3.15
46.75,14,31,동작구,6.6
84.96,20,23,구로구,7.1
59.9796,12,10,마포구,13.7
49.54,2,33,노원구,4.8
84.96,13,28,중랑구,7.2
84.7,17,19,동작구,9.48
117.19,7,33,서초구,17.29
36.2275,5,2,은평구,4.5
84.99,14,9,강서구,11.88
84.908,16,25,구로구,9.88
84.96,12,21,관악구,8.2
12.88,4,10,마포구,1.7
84.98,26,6,송파구,20.95
25.04,11,4,은평구,3.2
44.64,12,26,구로구,4.05
59.91,15,24,은평구,6.9
55.4561,3,21,동작구,7
59.968,12,6,금천구,7.85
49.54,15,33,노원구,5.3
44.33,3,36,노원구,4.05
84.87,1,36,마포구,9
84.97,1,4,강동구,14
114.666,6,25,성동구,14.9
114.86,8,4,강동구,21.5
59.99,10,5,강동구,10.75
84.88,9,26,강동구,6.8
84.76,14,20,동대문,8.65
24.3859,4,2,영등포,3.7435
59.99,8,21,성북구,6.8
84.84,22,27,영등포,10.3
59.25,5,12,성동구,12.76
148.981,25,12,마포구,26
41.32,2,20,마포구,5.8
14.315,4,12,강서구,0.95
59.47,1,18,서대문,7.4
49.94,8,36,노원구,5.09
59.98,4,3,영등포,10.53
60,8,25,성동구,8.3
39.6,2,30,강서구,4.8
59.981,20,9,서대문,8.7
31.98,4,37,노원구,5
84.98,6,3,송파구,11
114.94,6,21,서초구,16.5
112.5059,23,2,성북구,17.5
84.951,1,12,동작구,13.7
84.69,12,40,강남구,24
16.45,4,11,강북구,1.58
59.82,10,27,동작구,8.15
59.817,5,15,은평구,6.9
84.46,7,31,강남구,15.5
53.04,2,28,구로구,2.1
76.5,7,46,송파구,25.9
39.1,18,6,송파구,11
82.51,11,46,송파구,26.76
84.9699,15,7,마포구,14.7
16.685,13,12,강동구,1.25
84.83,23,17,송파구,19.7
43.392,13,3,강남구,12.4614
84.97,15,4,강동구,14.4
38.996,6,2,성북구,4.34
84.72,8,3,양천구,13
53.82,9,36,양천구,10.4
59.98,21,20,강북구,5.6
84.97,11,3,은평구,10.1
59.39,12,36,도봉구,6.1
84.9,5,16,송파구,17.3
59.606,16,19,강남구,19.5
84.995,2,21,도봉구,7.2
84.57,4,28,동작구,8.63
50.8665,4,2,강남구,9
49.75,1,42,금천구,5.8
105.59,12,37,동대문,7.9
79.24,1,53,영등포,13.5
48.92,9,26,마포구,7
84.96,2,10,동대문,11.9
59.99,17,21,성북구,6.95
59.9398,4,3,강동구,10.3
84.82,13,17,강서구,8.69
84.96,4,20,동작구,9.97
84.94,2,15,양천구,9
12.1,2,12,강남구,1.7
84.69,12,27,송파구,11.5
59.968,37,6,금천구,8.4
21.69,2,4,용산구,6.8
84.81,5,41,강남구,26.9
25.51,5,4,관악구,1.0878
59.99,5,9,강서구,9.1
70.73,1,37,양천구,13.3
147.8,10,19,영등포,18.75
