pid,year,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem
5890001,2020,58900,1,1,1,1,1,3,1,54,4,2,9,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4.095238095,4,4,5,5,4,4,4,4,3,4,4,5,4,4,4,3,4,4,5,4,4,4,3,4,4,4.04,3,2,1,2,1,2,2,2,1,1,30
5890002,2020,58900,2,1,1,1,1,3,2,53,4,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,3,3,3,3,3,2,2,2,3,3,4,4,4,3,4,4,3,4,4,3.285714286,5,5,5,4,4,4,4,4,4,3,3,3,3,4,4,4,3,4,4,3,4,3,3,2,2,3.64,3,3,1,3,1,2,2,2,1,1,32
5930001,2020,59300,1,1,1,8,1,3,1,57,5,2,12,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,3,2,3,4,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4.380952381,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4.92,3,3,1,3,1,3,3,4,1,1,32
5930002,2020,59300,2,1,1,8,1,3,2,53,4,2,4,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,2,4,1,1,1,4,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1.904761905,5,5,5,5,5,5,5,5,4,4,5,3,3,2,2,2,2,2,5,1,1,1,3,3,2,3.4,3,3,2,2,2,4,2,3,1,1,30
5930003,2020,59300,3,1,1,8,1,3,1,27,5,1,8,1,1,1,1,2,8,1,1,7,7,4,9,3,3,6,5.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,4,1,4,3,4,1,1,35
5930004,2020,59300,4,1,1,8,1,3,1,24,5,1,2,2, ,1,1,3,7,1,2,6,7,7,8,4,3,3,4.5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,1,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,1,4,2,4.52,4,4,1,4,2,3,3,2,1,3,34
5960001,2020,59600,1,1,1,1,1,3,1,56,4,2,7,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,3,2,3,4,4,5,3,3,5,3,4,3,5,4,4,3,3,2,4,4,4,3.571428571,5,5,5,5,5,5,4,4,4,5,5,4,4,3,5,4,4,3,5,3,3,4,2,3,2,4.04,3,2,1,4,2,3,2,4,2,1,29
5960002,2020,59600,2,1,1,1,1,3,2,56,4,2,5,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,4,4,5,4,3,5,5,4,3,5,4,3,3,1,1,1,1,1,2.904761905,5,5,5,5,5,5,4,4,4,3,5,3,3,2,5,3,2,2,5,2,1,1,1,1,1,3.28,3,4,2,3,3,2,2,4,2,1,27
5960004,2020,59600,4,1,1,1,1,3,2,28,4,1,5,1,1,2,1,1,9,1,1,9,6,9,9,1,4,1,3.75,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,4.80952381,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4.88,3,3,2,4,2,2,3,4,2,2,28
5970001,2020,59700,1,1,1,1,1,1,2,61,4,4,3,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,2,1,2,2,2,5,2,2,2,5,2,1,2,1,1,1,1,1,1.857142857,5,5,5,5,2,4,2,1,2,1,4,1,1,2,4,2,1,2,3,1,1,1,1,1,1,2.32,4,3,1,3,2,3,3,4,2,1,31
5990001,2020,59900,1,1,1,1,1,1,1,75,2,3,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1.523809524,5,2,5,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1.64,2,3,1,2,3,3,1,3,2,2,25
6030001,2020,60300,1,1,1,1,1,3,1,49,4,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,4,2,3,4,5,5,4,3,3,4,3,2,5,4,3,4,3,2,3,2,1,3.285714286,5,5,5,5,5,5,5,5,4,5,5,3,2,1,5,4,4,3,5,3,2,1,1,2,2,3.68,1,2,3,2,3,3,2,3,2,1,23
6030002,2020,60300,2,1,1,1,1,3,2,48,4,2,5,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,2,3,4,5,5,5,4,5,5,4,3,5,4,3,2,1,1,1,1,1,3.095238095,5,5,5,5,5,5,4,4,3,4,5,4,3,3,5,3,2,3,5,3,2,1,1,1,1,3.48,1,3,2,3,3,2,2,4,2,2,23
6030004,2020,60300,4,1,1,1,1,3,1,16,4,1,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,2,4,2,4,4,5,5,4,1,2,1,1,2,2,1,1,2,1,1,1,1,2.238095238,5,5,5,5,4,5,3,3,5,3,1,1,1,2,2,1,1,1,5,3,1,2,1,1,1,2.68,1,2,2,3,2,2,1,3,1,2,24
6040001,2020,60400,1,1,1,1,1,3,1,55,4,4,7,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,4,2,3,4,5,5,4,2,5,3,2,3,5,3,2,2,2,1,3,2,2,3.047619048,5,5,5,5,5,5,4,3,5,4,5,3,2,2,3,2,2,1,4,3,2,2,1,1,1,3.2,3,2,2,3,4,3,3,3,2,1,27
6040004,2020,60400,4,1,1,1,1,3,2,25,5,1,5,1,1,1,1,1,9,1,1,9,9,9,9,1,1,1,3,2,3,4,5,5,5,4,3,5,4,4,3,5,4,4,3,3,4,3,2,4,3.761904762,5,5,5,5,5,5,5,5,5,4,5,4,3,3,5,4,4,3,5,4,4,3,2,3,3,4.16,3,3,2,3,2,4,3,4,2,2,29
6050001,2020,60500,1,1,1,1,1,1,2,62,2,1,3,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1.88,2,2,3,3,2,2,1,3,2,2,23
6060001,2020,60600,1,1,1,1,1,3,1,52,4,4,7,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.28,2,2,3,2,3,1,1,2,3,2,20
6060002,2020,60600,2,1,1,1,1,3,1,29,4,1,1,2, ,2,2, ,0,1,5,7,9,6,5,3,1,4,3.25,4,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4.333333333,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,3,4,3,3,3,3,4.32,2,2,2,3,2,1,2,3,2,2,24
6060003,2020,60600,3,1,1,1,1,3,2,26,4,1,5,1,1,2,1,3,7,1,1,5,6,1,9,5,4,9,6.75,4,4,3,4,4,4,4,3,4,4,3,3,5,5,5,5,3,3,4,3,3,3.80952381,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,4,4,4,3,3,4.56,3,3,1,3,2,3,3,3,1,1,32
6070001,2020,60700,1,1,1,1,1,3,1,43,4,2,7,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,5,3,4,5,5,5,4,4,5,4,4,4,5,5,4,3,3,3,4,3,4,4.095238095,5,5,5,5,5,5,5,5,5,5,5,4,3,3,5,4,3,3,5,4,3,3,4,3,3,4.2,2,3,1,3,2,3,2,4,1,1,29
6070002,2020,60700,2,1,1,1,1,3,2,40,4,2,1,2, ,2,1,1,9,1,2,7,7,9,8,3,3,1,3.75,2,2,3,4,5,4,4,4,5,4,4,3,5,4,3,3,2,2,1,1,1,3.142857143,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,4,3,3,1,1,1,4.08,4,3,1,3,2,3,3,4,2,2,30
6120001,2020,61200,1,1,1,8,1,3,1,42,5,2,11,1,1,1,1,2,8,1,4,8,8,7,6,2,2,3,3.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,1,3,3,3,1,2,32
6120002,2020,61200,2,1,1,8,1,3,2,38,5,2,1,2, ,1,1,2,8,1,1,9,9,6,9,1,1,4,3.75,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,3,5,4.523809524,5,5,5,5,5,5,5,5,5,3,5,5,1,1,5,5,5,5,5,5,5,5,1,1,1,4.12,3,2,2,4,3,3,3,2,1,2,30
6150001,2020,61500,1,1,1,4,1,3,1,46,5,2,8,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4.19047619,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,1,3,3,3,1,2,32
6150002,2020,61500,2,1,1,4,1,3,2,36,5,2,5,1,3,1,2, ,0,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,4,1,3,3,3,1,1,34
6150003,2020,61500,3,1,1,4,1,3,1,13,3,1,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,4,4,4,4,4,5,3,3,1,1,3,3,4,4,4,4,4,4,3,3,3,3.428571429,4,4,4,4,4,4,4,4,4,4,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3.4,2,2,1,3,1,3,2,2,2,1,30
6160001,2020,61600,1,1,0,4,1,3,1,43,5,2,8,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4.714285714,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,4,1,4,4,3,1,1,36
6160002,2020,61600,2,1,0,4,1,3,2,43,5,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,4.80952381,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4.92,2,3,1,3,2,2,2,2,1,2,29
6160003,2020,61600,3,1,0,4,1,3,1,17,4,1,1,2, ,2,1,1,9,1,1,1,9,1,9,9,1,9,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,3,2,2,2,1,2,2,28
6200001,2020,62000,1,1,1,4,1,3,1,57,5,2,4,1,3,1,1,4,6,1,1,6,6,3,9,4,4,7,6,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,2,2,1,3,2,2,22
6200002,2020,62000,2,1,1,4,1,3,2,56,4,2,1,2, ,1,1,1,9,1,7,9,9,9,3,1,1,1,1.5,2,5,4,2,2,4,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,2.238095238,5,4,4,4,4,3,2,2,4,3,4,4,3,2,3,2,2,2,3,2,3,2,2,2,3,2.96,1,2,2,2,2,2,2,2,2,2,24
6200102,2020,62001,2,1,1,4,1,3,2,28,6,1,7,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,3,3,3,3,2,3,27
6200202,2020,62002,2,1,1,4,1,3,2,27,5,1,7,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,4,4,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3.761904762,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3.92,2,3,1,3,1,3,3,2,1,1,33
6220002,2020,62200,2,1,1,4,1,3,2,48,5,2,1,2, ,1,1,4,6,1,4,9,9,9,6,1,1,1,2.25,4,4,4,4,4,4,3,2,5,5,3,3,5,5,4,4,4,2,3,2,2,3.619047619,5,5,5,5,5,4,4,4,4,2,4,4,3,3,4,4,3,3,4,2,4,3,2,2,2,3.6,3,3,2,3,3,3,2,3,1,1,29
6220003,2020,62200,3,1,1,4,1,3,2,18,4,1,1,2, ,2,1,2,8,1,4,9,9,9,6,1,1,1,2.25,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,3,4,3,3,3.619047619,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3.76,3,3,1,3,2,3,2,3,1,1,31
6220004,2020,62200,4,1,1,4,1,3,2,16,4,1,1,2, ,2,1,1,9,1,2,9,9,9,8,1,1,1,2.75,4,4,4,4,4,4,3,2,4,4,3,3,4,4,4,4,4,3,4,3,3,3.619047619,5,5,5,5,5,5,5,5,4,3,3,4,3,3,4,4,4,4,4,3,4,3,3,3,3,3.96,3,3,1,2,3,3,1,3,1,1,28
6230001,2020,62300,1,1,1,4,1,3,1,57,4,2,7,1,1,1,1,2,8,2, , , , ,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,3,1,1,32
6230002,2020,62300,2,1,1,4,1,3,2,51,4,2,4,1,1,1,1,1,9,1,2,9,9,9,8,1,1,1,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,2,1,1,28
6230003,2020,62300,3,1,1,4,1,3,1,31,5,1,7,1,1,1,1,1,9,1,1,9,9,9,9,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,1,3,3,3,3,1,1,25
6230005,2020,62300,5,1,1,4,1,3,2,96,2,3,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,2,2,2,1,1,29
6230101,2020,62301,1,1,0,4,1,3,1,30,5,2,9,1,1,1,1,1,9,1,8,8,7,7,2,2,3,3,2.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,2,3,3,2,2,2,31
6230102,2020,62301,2,1,0,4,1,3,2,27,4,2,1,2, ,1,1,1,9,1,1,7,6,4,9,3,4,6,5.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,2,4,3,4,2,2,28
6260001,2020,62600,1,1,1,8,1,3,1,47,6,2,10,1,1,1,1,1,9,1,1,6,9,1,9,4,1,9,5.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,2,3,3,3,2,1,30
6260002,2020,62600,2,1,1,8,1,3,2,42,5,2,7,1,1,1,1,1,9,1,1,7,9,9,9,3,1,1,3.5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.80952381,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,4,1,3,3,3,1,2,33
6260004,2020,62600,4,1,1,8,1,3,2,79,4,3,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.44,3,3,2,3,2,3,3,3,2,3,28
6260005,2020,62600,5,1,1,8,1,3,2,13,3,1,1,2, ,1,1,5,5,1,1,7,9,9,9,3,1,1,3.5,2,4,4,4,4,4,4,2,1,1,2,2,3,2,2,2,1,3,3,2,1,2.523809524,4,4,4,4,4,4,3,4,4,4,1,1,2,2,4,2,2,3,2,2,2,3,2,2,2,2.84,3,4,1,3,1,4,4,4,1,3,33
6270001,2020,62700,1,1,1,8,1,3,1,41,4,2,7,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,4,5,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,4,3,3,4.333333333,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4.84,3,3,1,3,3,4,3,3,1,1,32
6270002,2020,62700,2,1,1,8,1,3,2,40,4,2,5,1,1,2,1,5,5,1,1,4,4,4,9,6,6,6,6.75,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4.476190476,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4.96,2,3,1,3,3,3,2,3,1,1,29
6280001,2020,62800,1,1,1,8,1,3,1,43,5,2,11,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,4,4,5,4,4,4,3,4,4,4,4,3,5,5,5,5,5,4,3,3,3,4.047619048,5,5,5,5,5,5,5,5,4,4,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,4.72,3,3,1,3,3,2,3,3,1,1,30
6280002,2020,62800,2,1,1,8,1,3,2,43,4,2,1,2, ,2,1,1,9,1,1,1,4,4,9,9,6,6,7.5,4,4,4,4,4,3,3,3,4,4,4,3,5,5,5,4,4,4,3,3,3,3.80952381,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.84,3,3,1,3,3,3,2,2,1,1,31
6290001,2020,62900,1,1,1,8,1,3,1,52,5,2,7,1,1,1,1,6,4,1,6,8,9,6,4,2,1,4,2.75,4,4,5,5,4,5,2,3,4,4,2,2,4,4,4,4,3,4,4,3,3,3.666666667,4,4,5,5,4,4,5,4,5,3,4,4,3,2,4,4,4,3,3,3,4,4,3,3,3,3.76,3,1,1,3,1,3,2,3,1,2,29
6290002,2020,62900,2,1,1,8,1,3,2,44,5,2,1,2, ,1,1,6,4,1,6,7,7,7,4,3,3,3,3.25,3,4,4,5,4,5,3,4,4,4,3,3,4,4,4,4,3,4,4,3,4,3.80952381,4,4,5,5,5,4,5,4,5,4,4,5,4,3,4,4,4,4,5,4,5,3,3,3,2,4.08,2,2,1,2,3,2,1,2,1,2,25
6300001,2020,63000,1,1,0,8,1,1,2,82,2,3,1,2, ,1,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.92,2,3,2,1,2,2,2,2,1,1,27
6310001,2020,63100,1,1,1,8,1,3,2,52,4,4,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,3,4,3,3,3,3,3,1,3,3,3,1,2,2,2,2,2,1,1,1,1,2.238095238,5,5,5,5,5,4,3,3,3,1,3,3,2,1,3,3,3,2,4,1,3,1,1,2,1,2.88,2,2,2,2,1,2,2,3,2,2,25
6310002,2020,63100,2,1,1,8,1,3,1,29,4,1,5,1,1,2,1,2,8,1,3,5,6,3,7,5,4,7,5.75,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,5,5,3,3,3,4.523809524,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,3,3,5,3,4.6,2,2,1,3,1,2,2,3,2,2,27
6310003,2020,63100,3,1,1,8,1,3,1,25,4,1,4,1,1,2,1,2,8,1,2,6,7,3,8,4,3,7,5.5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,3,3,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,3,5,4,4.76,2,2,2,2,2,1,1,3,2,2,22
6330001,2020,63300,1,1,1,8,1,3,1,41,5,2,7,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,3,3,4.666666667,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4.96,3,3,1,3,3,3,3,3,1,1,31
6330002,2020,63300,2,1,1,8,1,3,2,40,5,2,1,2, ,2,1,1,9,1,1,1,4,4,9,9,6,6,7.5,4,4,4,4,5,4,4,3,5,5,5,4,5,5,5,5,5,5,3,3,3,4.285714286,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4.76,3,3,1,3,3,3,3,3,1,1,31
6340001,2020,63400,1,1,1,8,1,3,1,41,4,2,7,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,3,3,4.666666667,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4.84,3,3,1,3,3,3,3,3,1,1,31
6340002,2020,63400,2,1,1,8,1,3,2,40,4,2,1,2, ,2,1,1,9,1,1,1,4,4,9,9,6,6,7.5,4,4,4,4,4,4,3,4,5,5,5,4,5,5,5,5,5,5,3,3,3,4.238095238,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,4,4.8,3,3,1,3,2,3,3,3,1,1,32
6360001,2020,63600,1,1,1,8,1,3,1,56,5,2,11,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,4,3,3,4.571428571,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4.72,3,3,1,3,3,2,3,3,1,1,30
6360002,2020,63600,2,1,1,8,1,3,2,51,6,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,3,3,3,3,3,4,3,3,5,3,3,3,5,5,3,3,3,3,2,2,2,3.19047619,5,5,5,5,5,4,3,3,4,2,4,3,2,2,5,5,3,3,5,4,4,3,2,2,3,3.64,2,2,1,2,2,3,2,2,1,1,29
6370001,2020,63700,1,1,1,8,1,3,1,47,5,2,13,1,1,1,1,2,8,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4.96,3,3,3,1,1,3,3,2,1,1,30
6370002,2020,63700,2,1,1,8,1,3,2,46,5,2,1,2, ,1,1,1,9,1,1,9,9,2,9,1,1,8,4.75,4,4,1,5,5,5,2,2,5,5,5,5,5,5,5,5,2,5,3,1,5,4,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,3,3,5,5,5,5,3,5,5,5,4.64,3,3,2,2,3,3,3,3,2,2,27
6370003,2020,63700,3,1,1,8,1,3,2,16,4,1,1,2, ,1,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,3,3,4,4.571428571,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.92,2,2,2,2,2,2,2,2,2,2,25
6370004,2020,63700,4,1,1,8,1,3,1,14,3,1,1,2, ,1,1,1,9,1,3,3,3,3,7,7,7,7,7,5,5,5,5,5,5,2,1,1,1,1,1,3,1,1,1,3,2,3,1,3,2.619047619,5,5,5,5,5,5,5,5,5,2,2,2,2,2,5,2,2,2,5,3,5,2,3,3,3,3.6,3,3,3,3,3,3,3,3,3,3,25
6380001,2020,63800,1,1,1,8,1,2,1,84,3,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,2,1,1,3,3,3,3,2,2,25
6390001,2020,63900,1,1,1,1,1,3,1,76,4,2,5,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28,2,3,3,2,3,1,1,3,2,2,21
6390002,2020,63900,2,1,1,1,1,3,2,77,5,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.68,3,3,1,2,2,3,2,2,1,1,31
6400001,2020,64000,1,1,1,8,1,2,1,78,3,2,5,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,2,2,1,2,2,2,2,2,1,1,28
6400002,2020,64000,2,1,1,8,1,2,2,73,3,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,2,2,1,2,2,2,2,2,1,1,28
